HR,Color,GLON,GLAT
1153,ffffffff,181.28,-36.39
1408,ffffffff,181.26,-22.77
1821,ffffffff,181.25,-5.1
2066,ffffffff,181.22,2.06
1633,ffffffff,181.21,-12.01
1921,ffffffff,181.19,-2.47
2319,ffffffff,181.17,9.64
608,ffffffff,181.14,-69.6
2935,ffffffff,181.06,25.49
1396,ffffffff,180.99,-23.12
1457,ffffffff,180.97,-20.25
1432,ffffffff,180.88,-21.42
1428,ffffffff,180.82,-21.75
1368,ffffffff,180.78,-24.38
1422,ffffffff,180.78,-21.88
1620,ffffffff,180.77,-12.06
1243,ffffffff,180.76,-30.8
1358,ffffffff,180.76,-24.74
1902,ffffffff,180.72,-2.65
1517,ffffffff,180.71,-16.93
1159,ffffffff,180.67,-35.81
1310,ffffffff,180.51,-26.76
904,ffffffff,180.47,-50.7
1351,ffffffff,180.46,-24.8
547,ffffffff,180.42,-72.52
1427,ffffffff,180.38,-21.45
2542,ffffffff,180.38,15.77
875,ffffffff,180.36,-52.04
1412,ffffffff,180.35,-22.01
1411,ffffffff,180.26,-21.97
1394,ffffffff,180.18,-22.6
3987,ffffffff,180.1,54.43
1233,ffffffff,180.07,-30.98
3928,ffffffff,180.07,51.89
2872,ffffffff,179.99,24.08
1878,ffffffff,179.95,-2.48
2675,ffffffff,179.94,19.28
1407,ffffffff,179.9,-21.75
2110,ffffffff,179.9,3.97
759,ffffffff,179.86,-58.61
3579,ffffffff,179.8,41.19
892,ffffffff,179.79,-51.03
1391,ffffffff,179.79,-22.54
692,ffffffff,179.78,-63.15
4309,ffffffff,179.75,65.03
899,ffffffff,179.67,-50.64
1356,ffffffff,179.67,-24.01
2189,ffffffff,179.58,6.84
752,ffffffff,179.49,-58.87
3511,ffffffff,179.43,39.62
2471,ffffffff,179.35,14.24
1442,ffffffff,179.34,-19.76
2452,ffffffff,179.3,13.69
2792,ffffffff,179.29,22.31
1659,ffffffff,179.25,-9.56
1284,ffffffff,179.11,-27.24
2915,ffffffff,179.1,25.39
1346,ffffffff,179.08,-23.82
1924,ffffffff,179.04,-1.03
1945,ffffffff,179.04,-0.5
4132,ffffffff,178.93,58.62
3287,ffffffff,178.86,34.54
1376,ffffffff,178.73,-22.41
1089,ffffffff,178.7,-38.17
2122,ffffffff,178.68,5.07
2046,ffffffff,178.66,3.15
2600,ffffffff,178.64,17.72
1319,ffffffff,178.59,-24.7
4536,ffffffff,178.56,74.67
4067,ffffffff,178.39,56.39
1239,ffffffff,178.37,-29.38
1007,ffffffff,178.32,-42.54
1380,ffffffff,178.29,-21.86
2464,ffffffff,178.29,14.47
2696,ffffffff,178.27,20.46
996,ffffffff,178.22,-43.08
4288,ffffffff,178.15,64.04
1455,ffffffff,178.14,-18.19
1389,ffffffff,178.12,-21.3
2139,ffffffff,178.1,6.02
1586,ffffffff,178.09,-11.64
1067,ffffffff,178.04,-39.07
1373,ffffffff,178.01,-22.01
1791,ffffffff,177.99,-3.74
1822,ffffffff,177.92,-2.81
2018,ffffffff,177.91,2.72
4069,ffffffff,177.9,56.36
1471,ffffffff,177.88,-17.22
1750,ffffffff,177.88,-5.08
1914,ffffffff,177.88,-0.47
3181,ffffffff,177.88,31.79
3652,ffffffff,177.86,43.61
2541,ffffffff,177.83,16.79
4584,ffffffff,177.83,76.96
2547,ffffffff,177.82,16.95
1023,ffffffff,177.72,-41.26
2805,ffffffff,177.67,23.15
1409,ffffffff,177.6,-19.92
4452,ffffffff,177.5,70.98
2539,ffffffff,177.4,16.91
3275,ffffffff,177.39,34.34
1279,ffffffff,177.38,-26.33
1938,ffffffff,177.37,0.35
1768,ffffffff,177.36,-4.09
1575,ffffffff,177.35,-11.54
4380,ffffffff,177.34,67.74
4096,ffffffff,177.3,57.27
1590,ffffffff,177.24,-10.92
3508,ffffffff,177.19,39.64
1174,ffffffff,177.17,-32.53
1385,ffffffff,177.12,-20.68
2753,ffffffff,177.08,22.11
1939,ffffffff,176.9,0.67
3167,ffffffff,176.84,31.52
2217,ffffffff,176.81,9.05
1804,ffffffff,176.76,-2.7
1497,ffffffff,176.64,-15.07
1512,ffffffff,176.62,-14.03
1354,ffffffff,176.61,-21.69
1752,ffffffff,176.57,-4.12
2141,ffffffff,176.57,6.99
2405,ffffffff,176.52,13.78
2028,ffffffff,176.5,3.85
1295,ffffffff,176.47,-24.06
1670,ffffffff,176.38,-7.06
926,ffffffff,176.17,-46.77
1194,ffffffff,176.12,-30.7
1632,ffffffff,175.98,-8.17
1499,ffffffff,175.88,-14.19
4033,ffffffff,175.87,55.09
2898,ffffffff,175.8,25.89
2419,ffffffff,175.79,14.54
4277,ffffffff,175.78,63.37
1843,ffffffff,175.77,-0.61
3094,ffffffff,175.71,30.05
1776,ffffffff,175.69,-2.63
1280,ffffffff,175.63,-24.83
1775,ffffffff,175.62,-2.58
795,ffffffff,175.53,-54.4
1403,ffffffff,175.52,-18.46
1079,ffffffff,175.51,-36.55
1459,ffffffff,175.47,-15.85
2775,ffffffff,175.42,23.16
1850,ffffffff,175.34,-0.15
1375,ffffffff,175.32,-19.66
2420,ffffffff,175.32,14.77
1370,ffffffff,175.26,-19.97
658,ffffffff,175.21,-63.45
1904,ffffffff,175.19,1.02
3509,ffffffff,175.13,39.71
3545,ffffffff,174.71,40.52
1388,ffffffff,174.65,-18.54
1329,ffffffff,174.61,-21.03
1387,ffffffff,174.56,-18.48
638,ffffffff,174.54,-64.57
1339,ffffffff,174.52,-20.28
771,ffffffff,174.49,-55.25
3309,ffffffff,174.49,35.42
3422,ffffffff,174.42,37.76
1477,ffffffff,174.41,-14.15
2516,ffffffff,174.39,17.57
1237,ffffffff,174.34,-26.15
2095,ffffffff,174.34,6.73
1399,ffffffff,174.31,-17.69
1392,ffffffff,174.3,-17.98
3743,ffffffff,174.22,46.07
1554,ffffffff,174.2,-10.13
1796,ffffffff,174.19,-1.05
2137,ffffffff,174.18,8.02
1030,ffffffff,174.12,-38.16
1341,ffffffff,174.04,-19.83
1038,ffffffff,174.01,-37.25
1283,ffffffff,174,-23.09
1331,ffffffff,173.99,-20.17
2143,ffffffff,173.87,8.53
1854,ffffffff,173.74,0.93
1626,ffffffff,173.66,-6.57
1238,ffffffff,173.65,-25.5
958,ffffffff,173.4,-41.99
2011,ffffffff,173.39,5.28
911,ffffffff,173.32,-45.59
1061,ffffffff,173.32,-35.55
1706,ffffffff,173.3,-3.35
1805,ffffffff,173.28,-0.24
1795,ffffffff,173.25,-0.43
509,ffffffff,173.19,-73.43
3929,ffffffff,173.16,51.16
4264,ffffffff,173.09,62.21
910,ffffffff,173.08,-45.39
3436,ffffffff,173.08,38.13
1726,ffffffff,173.07,-2.48
1201,ffffffff,172.94,-27.41
1470,ffffffff,172.92,-13.2
2427,ffffffff,172.89,15.86
1732,ffffffff,172.86,-2.13
3676,ffffffff,172.82,44.02
1740,ffffffff,172.81,-1.83
3881,ffffffff,172.78,49.43
1728,ffffffff,172.77,-2.23
1378,ffffffff,172.76,-17.39
2776,ffffffff,172.73,23.9
1734,ffffffff,172.72,-1.92
1779,ffffffff,172.68,-0.44
4668,ffffffff,172.65,80.4
3594,ffffffff,172.63,41.63
2557,ffffffff,172.59,19.08
325,ffffffff,172.43,-85.26
790,ffffffff,172.42,-52.68
1297,ffffffff,172.42,-20.55
2903,ffffffff,172.41,26.71
1794,ffffffff,172.38,0.18
2483,ffffffff,172.36,17.52
1627,ffffffff,172.25,-5.41
4422,ffffffff,172.23,68.97
3797,ffffffff,172.15,46.86
1712,ffffffff,172.08,-2.26
1066,ffffffff,172.07,-34.32
1490,ffffffff,172.02,-11.64
908,ffffffff,172.01,-44.75
2012,ffffffff,171.84,6.28
4351,ffffffff,171.83,65.55
2153,ffffffff,171.72,10.03
3065,ffffffff,171.7,29.95
1995,ffffffff,171.58,5.91
2025,ffffffff,171.58,6.69
877,ffffffff,171.55,-46.17
2585,ffffffff,171.55,19.87
2532,ffffffff,171.53,19.04
1369,ffffffff,171.51,-16.74
3569,ffffffff,171.51,40.84
3066,ffffffff,171.5,30.02
1039,ffffffff,171.47,-35.06
1102,ffffffff,171.46,-31.35
2434,ffffffff,171.46,16.55
1262,ffffffff,171.44,-22.1
1256,ffffffff,171.28,-22.15
666,ffffffff,171.27,-60.99
2459,ffffffff,171.18,17.26
4248,ffffffff,171.16,61.35
4869,ffffffff,171.1,89.36
2147,ffffffff,170.92,10.24
1529,ffffffff,170.91,-8.52
1110,ffffffff,170.9,-30.28
4103,ffffffff,170.89,56.38
1028,ffffffff,170.87,-35.66
942,ffffffff,170.83,-41.3
1445,ffffffff,170.77,-12.53
779,ffffffff,170.76,-52.21
3603,ffffffff,170.76,41.83
2556,ffffffff,170.67,19.72
4285,ffffffff,170.63,62.52
1577,ffffffff,170.59,-6.16
1773,ffffffff,170.52,0.88
4562,ffffffff,170.44,74.71
2939,ffffffff,170.43,27.88
2721,ffffffff,170.34,23.52
320,ffffffff,170.31,-85.44
2568,ffffffff,170.3,20.07
1974,ffffffff,170.11,6.03
1528,ffffffff,170.03,-7.78
739,ffffffff,169.94,-54.44
2844,ffffffff,169.91,25.87
2573,ffffffff,169.89,20.28
1348,ffffffff,169.83,-15.94
4593,ffffffff,169.73,76.17
2132,ffffffff,169.69,10.37
1252,ffffffff,169.67,-20.79
2914,ffffffff,169.61,27.45
2119,ffffffff,169.6,10.05
1218,ffffffff,169.59,-23.16
684,ffffffff,169.55,-58.98
704,ffffffff,169.53,-56.93
1639,ffffffff,169.53,-3
3854,ffffffff,169.53,47.95
1884,ffffffff,169.49,4.41
4044,ffffffff,169.34,54.28
1132,ffffffff,169.31,-27.3
2645,ffffffff,169.25,21.93
1825,ffffffff,169.15,3.23
2115,ffffffff,169.15,10.21
1221,ffffffff,169.1,-22.63
1501,ffffffff,169.06,-8.49
1126,ffffffff,169,-27.51
1193,ffffffff,168.97,-24.32
1287,ffffffff,168.96,-18.08
1669,ffffffff,168.95,-1.49
804,ffffffff,168.92,-49.38
1406,ffffffff,168.85,-12.53
1085,ffffffff,168.8,-30.19
2818,ffffffff,168.71,25.75
3778,ffffffff,168.59,46.19
1185,ffffffff,168.5,-24.44
1979,ffffffff,168.49,7.29
1137,ffffffff,168.47,-26.26
4550,ffffffff,168.42,73.69
948,ffffffff,168.4,-38.41
1689,ffffffff,168.35,-0.3
2849,ffffffff,168.33,26.35
4336,ffffffff,168.3,63.89
896,ffffffff,168.21,-42.41
2338,ffffffff,168.2,15.95
1222,ffffffff,168.19,-21.64
1573,ffffffff,168.14,-4.4
2751,ffffffff,168.11,24.51
816,ffffffff,168.09,-47.92
732,ffffffff,168.08,-53.68
2969,ffffffff,167.94,28.72
2096,ffffffff,167.84,10.37
1824,ffffffff,167.79,4.13
681,ffffffff,167.75,-57.98
870,ffffffff,167.75,-43.37
1729,ffffffff,167.67,1.54
2239,ffffffff,167.66,13.97
1390,ffffffff,167.62,-12.24
952,ffffffff,167.61,-37.4
2228,ffffffff,167.55,13.89
1419,ffffffff,167.52,-10.85
1846,ffffffff,167.51,4.9
2088,ffffffff,167.46,10.41
1103,ffffffff,167.43,-27.13
1268,ffffffff,167.43,-17.96
587,ffffffff,167.4,-65.25
1183,ffffffff,167.37,-23.4
2314,ffffffff,167.36,15.89
1172,ffffffff,167.33,-23.83
1725,ffffffff,167.33,1.68
775,ffffffff,167.32,-49.96
1760,ffffffff,167.31,2.65
4191,ffffffff,167.29,58.39
1551,ffffffff,167.26,-4.65
2487,ffffffff,167.26,19.47
3173,ffffffff,167.19,32.65
1592,ffffffff,167.15,-2.88
1178,ffffffff,167.01,-23.23
1738,ffffffff,166.99,2.28
1180,ffffffff,166.96,-23.17
902,ffffffff,166.8,-40.74
4046,ffffffff,166.68,53.77
1165,ffffffff,166.67,-23.45
3917,ffffffff,166.65,49.63
1036,ffffffff,166.64,-30.61
459,ffffffff,166.61,-74.36
2091,ffffffff,166.6,10.94
3697,ffffffff,166.6,43.9
1156,ffffffff,166.57,-23.75
3619,ffffffff,166.57,42.02
1749,ffffffff,166.56,2.93
1269,ffffffff,166.46,-16.9
691,ffffffff,166.4,-55.9
1344,ffffffff,166.35,-12.81
451,ffffffff,166.32,-74.78
931,ffffffff,166.31,-38.06
1533,ffffffff,166.3,-4.57
737,ffffffff,166.25,-51.98
1142,ffffffff,166.18,-23.85
1149,ffffffff,166.17,-23.51
394,ffffffff,166.13,-79.24
1188,ffffffff,166.1,-21.93
1152,ffffffff,166.09,-23.36
1599,ffffffff,166.09,-1.79
1151,ffffffff,166.05,-23.36
1140,ffffffff,166.04,-23.73
3725,ffffffff,166,44.47
1145,ffffffff,165.98,-23.53
1602,ffffffff,165.9,-1.61
539,ffffffff,165.88,-68.05
2703,ffffffff,165.8,24.18
4335,ffffffff,165.8,63.23
4280,ffffffff,165.76,61.27
3408,ffffffff,165.75,37.39
2804,ffffffff,165.74,26.03
1144,ffffffff,165.7,-23.26
1379,ffffffff,165.53,-10.75
531,ffffffff,165.48,-68.61
3405,ffffffff,165.48,37.34
3775,ffffffff,165.45,45.66
719,ffffffff,165.42,-52.76
1377,ffffffff,165.38,-10.65
1722,ffffffff,165.38,2.95
1641,ffffffff,165.35,0.27
2289,ffffffff,165.35,16.17
783,ffffffff,165.32,-47.6
3351,ffffffff,165.3,36.36
2737,ffffffff,165.21,24.97
3277,ffffffff,165.21,35.05
4098,ffffffff,165.08,54.91
1612,ffffffff,165.02,-0.43
2175,ffffffff,164.97,13.95
2176,ffffffff,164.97,13.95
689,ffffffff,164.95,-54.92
2101,ffffffff,164.91,12.01
3400,ffffffff,164.89,37.21
3799,ffffffff,164.83,45.85
1615,ffffffff,164.82,-0.08
3258,ffffffff,164.78,34.55
4392,ffffffff,164.73,65.77
1489,ffffffff,164.66,-5.27
650,ffffffff,164.6,-58.52
1027,ffffffff,164.58,-29.43
1118,ffffffff,164.54,-23.55
754,ffffffff,164.48,-48.67
1343,ffffffff,164.47,-10.95
1015,ffffffff,164.27,-29.73
1733,ffffffff,164.22,4.15
3246,ffffffff,164.09,34.22
2644,ffffffff,164.07,23.36
2105,ffffffff,164.01,12.6
1048,ffffffff,163.95,-27.29
1086,ffffffff,163.95,-25.14
3028,ffffffff,163.89,30.25
924,ffffffff,163.84,-36.22
1644,ffffffff,163.84,1.49
1286,ffffffff,163.77,-13.03
1514,ffffffff,163.73,-3.23
1005,ffffffff,163.66,-29.64
2054,ffffffff,163.58,11.96
639,ffffffff,163.52,-58.23
753,ffffffff,163.39,-47.62
770,ffffffff,163.28,-46.66
4431,ffffffff,163.28,67.08
813,ffffffff,163.25,-43.7
2112,ffffffff,163.22,13.19
3592,ffffffff,163.2,40.86
1209,ffffffff,163.08,-17.14
3662,ffffffff,163.08,42.66
1500,ffffffff,163.06,-3.28
1869,ffffffff,163,8.3
938,ffffffff,162.98,-34.21
2081,ffffffff,162.95,12.7
611,ffffffff,162.91,-61.23
766,ffffffff,162.83,-46.83
2188,ffffffff,162.82,15.3
1605,ffffffff,162.79,1.18
1550,ffffffff,162.71,-0.9
3039,ffffffff,162.66,30.56
751,ffffffff,162.6,-47.26
951,ffffffff,162.6,-32.14
1708,ffffffff,162.58,4.57
940,ffffffff,162.53,-33.35
2463,ffffffff,162.53,20.41
1197,ffffffff,162.44,-17.52
972,ffffffff,162.38,-30.62
1203,ffffffff,162.29,-16.69
672,ffffffff,162.2,-54.38
1736,ffffffff,162.18,5.68
492,ffffffff,162.14,-70.26
3958,ffffffff,162.14,50.15
797,ffffffff,162.07,-43.53
1424,ffffffff,162.01,-5.62
1971,ffffffff,161.98,10.75
2783,ffffffff,161.96,26.36
2784,ffffffff,161.96,26.37
1558,ffffffff,161.81,0.32
2123,ffffffff,161.8,14.17
1022,ffffffff,161.78,-26.39
2894,ffffffff,161.77,28.38
1454,ffffffff,161.76,-4.03
812,ffffffff,161.43,-41.79
3200,ffffffff,161.31,33.58
2172,ffffffff,161.29,15.63
1065,ffffffff,161.21,-23.17
1668,ffffffff,161.2,4.29
3077,ffffffff,161.19,31.18
847,ffffffff,161.17,-38.72
2264,ffffffff,161.14,17.33
3855,ffffffff,161.12,46.36
1301,ffffffff,161.1,-9.47
1164,ffffffff,161.02,-17.33
2045,ffffffff,161,13.13
1494,ffffffff,160.95,-1.78
1223,ffffffff,160.9,-13.96
2003,ffffffff,160.87,12.26
3894,ffffffff,160.87,47.7
1177,ffffffff,160.7,-16.42
856,ffffffff,160.59,-37.33
1215,ffffffff,160.47,-13.97
1277,ffffffff,160.43,-10.42
1000,ffffffff,160.37,-26.17
1228,ffffffff,160.37,-13.11
1131,ffffffff,160.36,-17.74
2929,ffffffff,160.34,29.09
3119,ffffffff,160.33,32.05
869,ffffffff,160.29,-35.62
1278,ffffffff,160.27,-10.15
2485,ffffffff,160.26,21.69
2486,ffffffff,160.26,21.69
1191,ffffffff,160.23,-15.14
3747,ffffffff,160.1,44.12
1163,ffffffff,160.08,-16.25
3954,ffffffff,160.03,49.46
1434,ffffffff,160.02,-3.27
4477,ffffffff,159.98,67.87
2376,ffffffff,159.97,19.75
867,ffffffff,159.93,-35.45
1234,ffffffff,159.9,-11.91
4572,ffffffff,159.77,72.68
3254,ffffffff,159.73,34.43
718,ffffffff,159.69,-47.39
616,ffffffff,159.58,-57.4
3660,ffffffff,159.52,41.98
1306,ffffffff,159.45,-7.54
1012,ffffffff,159.43,-24.38
995,ffffffff,159.34,-25.11
3698,ffffffff,159.29,42.77
725,ffffffff,159.26,-46.27
1337,ffffffff,159.24,-5.89
1371,ffffffff,159.24,-5.01
809,ffffffff,159.22,-39.46
3175,ffffffff,159.17,33.04
763,ffffffff,159.13,-42.91
2077,ffffffff,158.95,14.69
836,ffffffff,158.93,-37.04
1123,ffffffff,158.92,-16.7
610,ffffffff,158.88,-58.07
878,ffffffff,158.88,-33.22
2080,ffffffff,158.73,14.84
1328,ffffffff,158.72,-5.93
887,ffffffff,158.69,-32.51
888,ffffffff,158.69,-32.51
2477,ffffffff,158.69,21.93
2561,ffffffff,158.68,23.38
2291,ffffffff,158.63,19
2402,ffffffff,158.61,20.64
4051,ffffffff,158.57,51.58
405,ffffffff,158.54,-76.18
2946,ffffffff,158.51,29.53
1229,ffffffff,158.42,-10.75
1925,ffffffff,158.38,11.95
3106,ffffffff,158.24,31.91
1226,ffffffff,158.23,-10.89
607,ffffffff,158.18,-57.75
828,ffffffff,158.18,-36.45
999,ffffffff,158.14,-23.46
2079,ffffffff,158,15.18
4052,ffffffff,157.93,51.4
1535,ffffffff,157.78,2.79
2560,ffffffff,157.77,23.6
954,ffffffff,157.68,-25.95
1133,ffffffff,157.64,-14.49
946,ffffffff,157.54,-26.48
3235,ffffffff,157.54,33.99
927,ffffffff,157.53,-28.47
928,ffffffff,157.53,-28.47
808,ffffffff,157.47,-37.42
3506,ffffffff,157.46,38.52
1220,ffffffff,157.35,-10.09
2029,ffffffff,157.33,14.72
4131,ffffffff,157.3,53.44
1866,ffffffff,157.19,11.82
3870,ffffffff,157.15,45.82
412,ffffffff,157.07,-75.16
1482,ffffffff,157.06,1.28
1637,ffffffff,157.06,6.51
4486,ffffffff,157.05,66.91
702,ffffffff,157.03,-45.99
2715,ffffffff,156.99,26.2
2331,ffffffff,156.97,20.19
945,ffffffff,156.9,-25.75
2772,ffffffff,156.84,27.03
4430,ffffffff,156.83,64.78
3401,ffffffff,156.74,36.63
3109,ffffffff,156.73,31.95
466,ffffffff,156.7,-69.19
513,ffffffff,156.61,-64.97
1041,ffffffff,156.6,-18.61
3221,ffffffff,156.59,33.69
3608,ffffffff,156.59,40.15
2642,ffffffff,156.56,25
2520,ffffffff,156.54,23.32
2293,ffffffff,156.53,19.78
3939,ffffffff,156.48,47.6
1692,ffffffff,156.46,8.45
1969,ffffffff,156.39,13.88
1113,ffffffff,156.37,-14.04
1707,ffffffff,156.37,8.97
1074,ffffffff,156.32,-16.75
4165,ffffffff,156.32,54.01
2470,ffffffff,156.31,22.48
741,ffffffff,156.28,-41.18
971,ffffffff,156.23,-22.85
3263,ffffffff,156.2,34.52
1019,ffffffff,156.09,-19.3
1350,ffffffff,156.08,-2.4
905,ffffffff,156.02,-27.9
1493,ffffffff,156.02,2.62
944,ffffffff,156.01,-24.78
4283,ffffffff,155.99,57.9
3323,ffffffff,155.97,35.43
1992,ffffffff,155.93,14.75
4242,ffffffff,155.91,56.33
3922,ffffffff,155.9,47.02
4241,ffffffff,155.83,56.29
1941,ffffffff,155.74,13.68
4367,ffffffff,155.72,61.19
4275,ffffffff,155.64,57.53
2238,ffffffff,155.59,19.12
793,ffffffff,155.53,-35.74
978,ffffffff,155.47,-21.36
595,ffffffff,155.35,-55.6
596,ffffffff,155.35,-55.6
2257,ffffffff,155.35,19.54
916,ffffffff,155.26,-26.19
2152,ffffffff,155.18,17.94
1588,ffffffff,155.17,6.61
421,ffffffff,155.16,-73.67
1561,ffffffff,155.05,6
975,ffffffff,154.91,-20.9
1546,ffffffff,154.8,5.63
1630,ffffffff,154.75,8.14
991,ffffffff,154.63,-19.43
4435,ffffffff,154.61,63.94
649,ffffffff,154.55,-48.95
507,ffffffff,154.47,-64.37
1568,ffffffff,154.47,6.68
2121,ffffffff,154.47,17.55
1828,ffffffff,154.43,12.76
2201,ffffffff,154.43,19.01
582,ffffffff,154.33,-55.53
3888,ffffffff,154.31,45.58
4112,ffffffff,154.29,51.7
635,ffffffff,154.2,-49.39
4480,ffffffff,154.16,65.63
2006,ffffffff,154.15,15.88
731,ffffffff,154.01,-39.09
3245,ffffffff,154,33.93
4783,ffffffff,153.97,82.78
1303,ffffffff,153.94,-1.82
830,ffffffff,153.91,-30.53
976,ffffffff,153.87,-19.35
2394,ffffffff,153.87,22.04
1135,ffffffff,153.83,-9.63
3505,ffffffff,153.83,37.93
2977,ffffffff,153.79,30.15
1078,ffffffff,153.72,-13.09
560,ffffffff,153.67,-57.13
1273,ffffffff,153.65,-3.04
3648,ffffffff,153.62,40.47
1170,ffffffff,153.52,-8.1
1751,ffffffff,153.49,11.88
3112,ffffffff,153.47,31.97
773,ffffffff,153.46,-34.47
2027,ffffffff,153.44,16.59
444,ffffffff,153.38,-69.39
1467,ffffffff,153.32,4.26
1330,ffffffff,153.3,-0.16
4436,ffffffff,153.2,63.35
4784,ffffffff,153.19,82.68
1555,ffffffff,153.07,7.36
1466,ffffffff,153.03,4.53
2215,ffffffff,153.03,19.81
1176,ffffffff,153.02,-7.22
1324,ffffffff,153.02,-0.09
838,ffffffff,152.98,-28.61
4246,ffffffff,152.85,55.15
1333,ffffffff,152.8,0.57
1097,ffffffff,152.76,-10.44
500,ffffffff,152.75,-63.55
1719,ffffffff,152.71,11.75
614,ffffffff,152.67,-50.26
729,ffffffff,152.63,-37.23
803,ffffffff,152.53,-30.69
425,ffffffff,152.44,-71.66
4141,ffffffff,152.26,51.57
1515,ffffffff,152.18,6.81
1141,ffffffff,152,-7.11
1207,ffffffff,151.94,-4.33
1417,ffffffff,151.91,3.95
4594,ffffffff,151.89,71.2
873,ffffffff,151.88,-23.77
549,ffffffff,151.64,-56.18
1261,ffffffff,151.63,-1.32
1026,ffffffff,151.58,-12.91
1130,ffffffff,151.56,-6.92
986,ffffffff,151.51,-15.34
765,ffffffff,151.49,-32.31
764,ffffffff,151.47,-32.31
824,ffffffff,151.42,-27.1
448,ffffffff,151.37,-67.53
3403,ffffffff,151.36,35.96
3911,ffffffff,151.35,45.07
1943,ffffffff,151.34,16.12
1688,ffffffff,151.3,11.99
801,ffffffff,151.29,-28.93
1511,ffffffff,151.27,7.54
3624,ffffffff,151.21,39.42
1198,ffffffff,151.15,-3.98
4363,ffffffff,151.12,58.82
782,ffffffff,151.02,-29.79
1622,ffffffff,150.99,10.8
1623,ffffffff,150.95,10.83
4187,ffffffff,150.95,52.42
4008,ffffffff,150.91,47.77
2975,ffffffff,150.76,30.2
979,ffffffff,150.73,-14.39
3757,ffffffff,150.64,41.74
4235,ffffffff,150.63,53.59
1072,ffffffff,150.61,-9.18
2126,ffffffff,150.61,19.31
3391,ffffffff,150.55,35.7
1314,ffffffff,150.54,2.13
3354,ffffffff,150.52,35.21
3531,ffffffff,150.48,37.6
882,ffffffff,150.45,-20.78
648,ffffffff,150.4,-43.2
1976,ffffffff,150.37,17.24
4202,ffffffff,150.36,52.58
4518,ffffffff,150.32,65.72
1122,ffffffff,150.28,-5.77
723,ffffffff,150.24,-34.16
947,ffffffff,150.23,-15.73
1210,ffffffff,150.2,-2.1
1127,ffffffff,149.99,-5.06
3722,ffffffff,149.91,40.8
1069,ffffffff,149.87,-8.22
1002,ffffffff,149.81,-11.58
2809,ffffffff,149.69,28.26
728,ffffffff,149.62,-32.45
921,ffffffff,149.6,-17.01
1603,ffffffff,149.57,11.38
669,ffffffff,149.27,-38.5
966,ffffffff,149.24,-12.92
1624,ffffffff,149.19,12.11
1255,ffffffff,149.18,1.4
527,ffffffff,149.17,-56.25
1087,ffffffff,149.17,-6.09
4295,ffffffff,149.17,54.8
1160,ffffffff,149.16,-2.9
4560,ffffffff,149.12,67.68
4561,ffffffff,149.1,67.7
894,ffffffff,149.09,-18.11
1802,ffffffff,149.08,15.46
843,ffffffff,149.07,-21.64
1675,ffffffff,149.07,13.14
4344,ffffffff,149.04,56.94
1342,ffffffff,149.03,4.7
4666,ffffffff,148.99,74.63
936,ffffffff,148.98,-14.9
3865,ffffffff,148.96,42.93
1047,ffffffff,148.93,-7.8
1276,ffffffff,148.92,2.27
1593,ffffffff,148.91,11.58
950,ffffffff,148.87,-13.3
982,ffffffff,148.85,-11.36
1720,ffffffff,148.85,14.29
4474,ffffffff,148.77,62.66
1382,ffffffff,148.74,5.96
1486,ffffffff,148.73,8.83
923,ffffffff,148.7,-15.49
1063,ffffffff,148.68,-6.65
2165,ffffffff,148.62,20.75
1857,ffffffff,148.49,16.68
1052,ffffffff,148.48,-6.83
876,ffffffff,148.45,-17.9
1051,ffffffff,148.42,-6.73
1678,ffffffff,148.38,13.65
624,ffffffff,148.23,-41.79
3470,ffffffff,148.23,36.25
601,ffffffff,148.19,-45.88
3303,ffffffff,148.07,34.3
879,ffffffff,148.04,-16.92
820,ffffffff,147.96,-21.64
711,ffffffff,147.91,-31.18
1056,ffffffff,147.9,-5.74
973,ffffffff,147.87,-10.41
1059,ffffffff,147.84,-5.56
578,ffffffff,147.82,-47.26
855,ffffffff,147.81,-18.55
676,ffffffff,147.8,-35.44
757,ffffffff,147.8,-26.13
2490,ffffffff,147.8,24.88
819,ffffffff,147.73,-21.26
1296,ffffffff,147.69,4.73
2041,ffffffff,147.63,19.44
1313,ffffffff,147.62,5.21
388,ffffffff,147.57,-72.71
831,ffffffff,147.54,-19.84
1034,ffffffff,147.52,-6.19
886,ffffffff,147.5,-15.64
3859,ffffffff,147.47,42.17
1044,ffffffff,147.45,-5.7
631,ffffffff,147.4,-39.58
1916,ffffffff,147.32,17.88
2830,ffffffff,147.28,28.69
4236,ffffffff,147.28,51.76
3609,ffffffff,147.27,38.03
761,ffffffff,147.26,-24.94
840,ffffffff,147.25,-18.86
1029,ffffffff,147.2,-6.33
1037,ffffffff,147.19,-5.46
646,ffffffff,147.14,-37.81
941,ffffffff,147.12,-11.43
665,ffffffff,147.05,-35.06
3182,ffffffff,147.01,32.53
1352,ffffffff,146.91,6.99
720,ffffffff,146.89,-28.37
3616,ffffffff,146.87,38.11
717,ffffffff,146.86,-28.67
1011,ffffffff,146.78,-6.5
1001,ffffffff,146.67,-6.74
3576,ffffffff,146.63,37.23
402,ffffffff,146.59,-69.54
758,ffffffff,146.59,-23.71
1017,ffffffff,146.57,-5.86
401,ffffffff,146.42,-69.38
2511,ffffffff,146.42,25.38
3885,ffffffff,146.34,42.38
1527,ffffffff,146.25,12.16
1647,ffffffff,146.23,14.54
